IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,EPITETO INFRAESPECIFICO,RANGO DE TAXON,NOMBRE CIENTIFICO 1,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA
gbif.org/species/2429499,gbif.org/species/2429499,Centrolene ballux,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,ballux,NA,Especie,"(Duellman & Burrowes, 1989)",Rana de cristal gigante de Burrowes,ICZN,Válido,Nombre original validado: Centrolene ballux,es,EN
gbif.org/species/2429462,gbif.org/species/2429462,Centrolene geckoidea,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,geckoidea,NA,Especie,"Jiménez de la Espada, 1872",Rana de cristal gigante del pacífico,ICZN,Válido,Nombre original validado: Centrolene geckoidea,es,CR
gbif.org/species/2429464,gbif.org/species/2429464,Centrolene heloderma,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,heloderma,NA,Especie,"(Duellman, 1981)",Rana de cristal,ICZN,Válido,Nombre original validado: Centrolene heloderma,es,VU
gbif.org/species/2429490,gbif.org/species/2429490,Centrolene huilense,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,huilense,NA,Especie,"Ruiz-Carranza & Lynch, 1995",Rana de cristal del Huila,ICZN,Válido,Nombre original validado: Centrolene huilense,es,EN
gbif.org/species/2429495,gbif.org/species/2429495,Centrolene medemi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,medemi,NA,Especie,"(Cochran & Goin, 1970)",Rana de cristal de Medem,ICZN,Válido,Nombre original validado: Centrolene medemi,es,EN
gbif.org/species/2429500,gbif.org/species/2429500,Centrolene petrophilum,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,petrophilum,NA,Especie,"Ruiz-Carranza & Lynch, 1991",Rana de cristal gigante de Boyacá,ICZN,Válido,Nombre original validado: Centrolene petrophilum,es,EN
gbif.org/species/2429503,gbif.org/species/2429503,Centrolene quindianum,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,quindianum,NA,Especie,"Ruiz-Carranza & Lynch, 1995",Rana de cristal,ICZN,Válido,Nombre original validado: Centrolene quindianum,es,VU
gbif.org/species/2429481,gbif.org/species/2429481,Centrolene lynchi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,lynchi,NA,Especie,"(Duellman, 1980)",Rana de cristal de Lynch,ICZN,Válido,Nombre original validado: Centrolene lynchi,es,EN
gbif.org/species/10814932,gbif.org/species/10814932,Centrolene solitaria,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,solitaria,NA,Especie,"(Ruiz-Carranza & Lynch, 1991)",Rana de cristal,ICZN,Válido,Nombre original validado: Centrolene solitaria,es,EN
gbif.org/species/10724610,gbif.org/species/10724610,Nymphargus balionota,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,balionotus,NA,Especie,"(Duellman, 1981)",Rana de cristal de Mindo,ICZN,Válido,Nombre original validado: Nymphargus balionotus,es,VU
gbif.org/species/10787159,gbif.org/species/10787159,Cochranella litoralis,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Cochranella,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Cochranella,litoralis,NA,Especie,"(Ruiz-Carranza & Lynch, 1996)",Rana de cristal,ICZN,Válido,Nombre original validado: Cochranella litoralis,es,VU
panama.inaturalist.org/taxa/1462628-Nymphargus-megistus,panama.inaturalist.org/taxa/1462628-Nymphargus-megistus,Nymphargus megistus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,megistus,NA,Especie,NA,Rana de cristal,ICZN,Válido,Nombre original validado: Nymphargus megistus,es,EN
gbif.org/species/2429441,gbif.org/species/2429441,Cochranella xanthocheridia,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Cochranella,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Cochranella,xanthocheridia,NA,Especie,"Ruiz-Carranza & Lynch, 1995",Rana de cristal,ICZN,Válido,Nombre original validado: Cochranella xanthocheridia,es,VU
gbif.org/species/2429328,gbif.org/species/2429328,Hyalinobatrachium esmeralda,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Hyalinobatrachium,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Hyalinobatrachium,esmeralda,NA,Especie,"Ruiz-Carranza & Lynch, 1998",Rana de cristal,ICZN,Válido,Nombre original validado: Hyalinobatrachium esmeralda,es,EN
gbif.org/species/10760915,gbif.org/species/10760915,Ikakogi tayrona,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Ikakogi,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Ikakogi,tayrona,NA,Especie,"(Ruiz-Carranza & Lynch, 1991)",Rana de cristal gigante del Magdalena,ICZN,Válido,Nombre original validado: Ikakogi tayrona,es,VU
gbif.org/species/2429377,gbif.org/species/2429377,Nymphargus armatus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,armatus,NA,Especie,"(Lynch & Ruiz-Carranza, 1996)",Rana de cristal,ICZN,Válido,Nombre original validado: Nymphargus armatus,es,CR
gbif.org/species/10890337,gbif.org/species/10890337,Nymphargus caucanus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,caucanus,NA,Especie,"Rada, Ospina-Sarria & Guayasamin, 2017",Rana de cristal,ICZN,Válido,Nombre original validado: Nymphargus caucanus,es,EN
gbif.org/species/2429365,gbif.org/species/2429365,Nymphargus cristinae,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,cristinae,NA,Especie,"(Ruiz-Carranza & Lynch, 1995)",Rana de cristal,ICZN,Válido,Nombre original validado: Nymphargus cristinae,es,EN
gbif.org/species/2429368,gbif.org/species/2429368,Nymphargus garciae,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,garciae,NA,Especie,"(Ruiz-Carranza & Lynch, 1995)",Rana de cristal,ICZN,Válido,Nombre original validado: Nymphargus garciae,es,VU
gbif.org/species/2429352,gbif.org/species/2429352,Nymphargus luminosus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,luminosus,NA,Especie,"(Ruiz-Carranza & Lynch, 1995)",Rana de cristal,ICZN,Válido,Nombre original validado: Nymphargus luminosus,es,EN
gbif.org/species/2429389,gbif.org/species/2429389,Nymphargus luteopunctatus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,luteopunctatus,NA,Especie,"(Ruiz-Carranza & Lynch, 1996)",Rana de cristal,ICZN,Válido,Nombre original validado: Nymphargus luteopunctatus,es,EN
gbif.org/species/2429371,gbif.org/species/2429371,Nymphargus megacheirus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,megacheirus,NA,Especie,"(Lynch & Duellman, 1973)",Rana de cristal de Santa Rosa,ICZN,Válido,Nombre original validado: Nymphargus megacheirus,es,EN
gbif.org/species/2429342,gbif.org/species/2429342,Nymphargus prasinus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,prasinus,NA,Especie,"(Duellman, 1981)",Rana de cristal del Rio Calima,ICZN,Válido,Nombre original validado: Nymphargus prasinus,es,VU
gbif.org/species/2429379,gbif.org/species/2429379,Nymphargus rosada,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,rosada,NA,Especie,"(Ruiz-Carranza & Lynch, 1997)",Rana de cristal,ICZN,Válido,Nombre original validado: Nymphargus rosada,es,VU
gbif.org/species/2429359,gbif.org/species/2429359,Nymphargus ruizi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Nymphargus,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,ruizi,NA,Especie,"(Lynch, 1993)",Rana de cristal de Ruiz,ICZN,Válido,Nombre original validado: Nymphargus ruizi,es,VU
gbif.org/species/10721467,gbif.org/species/10721467,Rulyrana adiazeta,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Rulyrana,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Rulyrana,adiazeta,NA,Especie,"(Ruiz-Carranza & Lynch, 1991)",Rana de cristal,ICZN,Válido,Nombre original validado: Rulyrana adiazeta,es,VU
gbif.org/species/10842940,gbif.org/species/10842940,Sachatamia electrops,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Sachatamia,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Sachatamia,electrops,NA,Especie,"Rada, Jeckel, Caorsi, Barrientos, Rivera-Correa & Grant, 2017",Rana de cristal,ICZN,Válido,Nombre original validado: Sachatamia electrops,es,EN
gbif.org/species/10739522,gbif.org/species/10739522,Sachatamia punctulata,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Sachatamia,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Sachatamia,punctulata,NA,Especie,"(Ruiz-Carranza & Lynch, 1995)",Rana de cristal,ICZN,Válido,Nombre original validado: Sachatamia punctulata,es,VU
gbif.org/species/2426021,gbif.org/species/2426021,Atopophrynus syntomopus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Atopophrynus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Atopophrynus,syntomopus,NA,Especie,"Lynch & Ruiz-Carranza, 1982",Rana de pies pequeños,ICZN,Válido,Nombre original validado: Atopophrynus syntomopus,es,CR
gbif.org/species/2424985,gbif.org/species/2424985,Geobatrachus walkeri,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Geobatrachus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Geobatrachus,walkeri,NA,Especie,"Ruthven, 1915",NA,ICZN,Válido,Nombre original validado: Geobatrachus walkeri,es,EN
gbif.org/species/2425875,gbif.org/species/2425875,Niceforonia adenobrachia,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Niceforonia,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Niceforonia,adenobrachia,NA,Especie,"(Ardila-Robayo, Ruiz-Carranza & Barrera-Rodriguez, 1996)",NA,ICZN,Válido,Nombre original validado: Niceforonia adenobrachia,es,EN
gbif.org/species/10758785,gbif.org/species/10758785,Niceforonia brunnea,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Niceforonia,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Niceforonia,brunnea,NA,Especie,"(Lynch, 1975)",NA,ICZN,Válido,Nombre original validado: Niceforonia brunnea,es,EN
gbif.org/species/10841663,gbif.org/species/10841663,Niceforonia dolops,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Niceforonia,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Niceforonia,dolops,NA,Especie,"(Lynch & Duellman, 1980)",NA,ICZN,Válido,Nombre original validado: Niceforonia dolops,es,VU
gbif.org/species/10884670,gbif.org/species/10884670,Niceforonia latens,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Niceforonia,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Niceforonia,latens,NA,Especie,"(Lynch, 1989)",NA,ICZN,Válido,Nombre original validado: Niceforonia latens,es,VU
gbif.org/species/2425873,gbif.org/species/2425873,Niceforonia nana,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Niceforonia,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Niceforonia,nana,NA,Especie,"Goin & Cochran, 1963",NA,ICZN,Válido,Nombre original validado: Niceforonia nana,es,VU
gbif.org/species/2425097,gbif.org/species/2425097,Pristimantis actinolaimus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,actinolaimus,NA,Especie,"(Lynch & Rueda-Almonacid, 1998)",NA,ICZN,Válido,Nombre original validado: Pristimantis actinolaimus,es,EN
gbif.org/species/2425044,gbif.org/species/2425044,Pristimantis acutirostris,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,acutirostris,NA,Especie,"(Lynch, 1984)",NA,ICZN,Válido,Nombre original validado: Pristimantis acutirostris,es,EN
gbif.org/species/2425014,gbif.org/species/2425014,Pristimantis aemulatus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,aemulatus,NA,Especie,"(Ruiz-Carranza, Lynch & Ardila-Robayo, 1997)",NA,ICZN,Válido,Nombre original validado: Pristimantis aemulatus,es,EN
gbif.org/species/2424996,gbif.org/species/2424996,Pristimantis affinis,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,affinis,NA,Especie,"(Werner, 1899)",NA,ICZN,Válido,Nombre original validado: Pristimantis affinis,es,EN
gbif.org/species/2425859,gbif.org/species/2425859,Pristimantis alalocophus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,alalocophus,NA,Especie,"(Roa-Trujillo & Ruiz-Carranza, 1991)",NA,ICZN,Válido,Nombre original validado: Pristimantis alalocophus,es,EN
gbif.org/species/2425842,gbif.org/species/2425842,Pristimantis albericoi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,albericoi,NA,Especie,"(Lynch & Ruiz-Carranza, 1996)",NA,ICZN,Válido,Nombre original validado: Pristimantis albericoi,es,CR
gbif.org/species/2425671,gbif.org/species/2425671,Pristimantis angustilineatus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,angustilineatus,NA,Especie,"(Lynch, 1998)",NA,ICZN,Válido,Nombre original validado: Pristimantis angustilineatus,es,EN
gbif.org/species/2425628,gbif.org/species/2425628,Pristimantis anolirex,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,anolirex,NA,Especie,"(Lynch, 1983)",NA,ICZN,Válido,Nombre original validado: Pristimantis anolirex,es,VU
gbif.org/species/2425571,gbif.org/species/2425571,Pristimantis apiculatus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,apiculatus,NA,Especie,"(Lynch & Burrowes, 1990)",NA,ICZN,Válido,Nombre original validado: Pristimantis apiculatus,es,EN
gbif.org/species/2425418,gbif.org/species/2425418,Pristimantis aurantiguttatus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,aurantiguttatus,NA,Especie,"(Ruiz-Carranza, Lynch & Ardila-Robayo, 1997)",NA,ICZN,Válido,Nombre original validado: Pristimantis aurantiguttatus,es,EN
gbif.org/species/2425311,gbif.org/species/2425311,Pristimantis bacchus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,bacchus,NA,Especie,"(Lynch, 1984)",NA,ICZN,Válido,Nombre original validado: Pristimantis bacchus,es,EN
gbif.org/species/2425231,gbif.org/species/2425231,Pristimantis batrachites,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,batrachites,NA,Especie,"(Lynch, 2003)",NA,ICZN,Válido,Nombre original validado: Pristimantis batrachites,es,EN
gbif.org/species/2425160,gbif.org/species/2425160,Pristimantis bellona,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,bellona,NA,Especie,"(Lynch, 1992)",NA,ICZN,Válido,Nombre original validado: Pristimantis bellona,es,EN
gbif.org/species/2425142,gbif.org/species/2425142,Pristimantis bernali,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,bernali,NA,Especie,"(Lynch, 1986)",NA,ICZN,Válido,Nombre original validado: Pristimantis bernali,es,CR
gbif.org/species/2425126,gbif.org/species/2425126,Pristimantis bicolor,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,bicolor,NA,Especie,"(Rueda-Almonacid & Lynch, 1983)",NA,ICZN,Válido,Nombre original validado: Pristimantis bicolor,es,VU
gbif.org/species/2425735,gbif.org/species/2425735,Pristimantis cacao,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,cacao,NA,Especie,"(Lynch, 1992)",NA,ICZN,Válido,Nombre original validado: Pristimantis cacao,es,CR
gbif.org/species/2425674,gbif.org/species/2425674,Pristimantis calcaratus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,calcaratus,NA,Especie,"(Boulenger, 1908)",NA,ICZN,Válido,Nombre original validado: Pristimantis calcaratus,es,VU
gbif.org/species/2425601,gbif.org/species/2425601,Pristimantis capitonis,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,capitonis,NA,Especie,"(Lynch, 1998)",NA,ICZN,Válido,Nombre original validado: Pristimantis capitonis,es,EN
gbif.org/species/2425560,gbif.org/species/2425560,Pristimantis caprifer,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,caprifer,NA,Especie,"(Lynch, 1977)",NA,ICZN,Válido,Nombre original validado: Pristimantis caprifer,es,CR
gbif.org/species/2425544,gbif.org/species/2425544,Pristimantis carlossanchezi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,carlossanchezi,NA,Especie,"(Arroyo, 2007)",NA,ICZN,Válido,Nombre original validado: Pristimantis carlossanchezi,es,EN
gbif.org/species/2425526,gbif.org/species/2425526,Pristimantis carmelitae,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,carmelitae,NA,Especie,"(Ruthven, 1922)",NA,ICZN,Válido,Nombre original validado: Pristimantis carmelitae,es,EN
gbif.org/species/2425508,gbif.org/species/2425508,Pristimantis carranguerorum,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,carranguerorum,NA,Especie,"(Lynch, 1994)",Rana de lluvia carranguera,ICZN,Válido,Nombre original validado: Pristimantis carranguerorum,es,EN
gbif.org/species/2425428,gbif.org/species/2425428,Pristimantis celator,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,celator,NA,Especie,"(Lynch, 1976)",NA,ICZN,Válido,Nombre original validado: Pristimantis celator,es,VU
gbif.org/species/2425265,gbif.org/species/2425265,Pristimantis chrysops,Animalia | Chordata | Vertebrata | Amphibia | Anura | Craugastoridae | Pristimantis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,chrysops,NA,Especie,"(Lynch & Ruiz-Carranza, 1996)",NA,ICZN,Válido,Nombre original validado: Pristimantis chrysops,es,CR
