IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,EPITETO INFRAESPECIFICO,RANGO DE TAXON,NOMBRE CIENTIFICO 1,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA
gbif.org/species/5663106,gbif.org/species/5663106,Phragmotheca rubriflora,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Malvales | Malvaceae | Phragmotheca,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Phragmotheca,rubriflora,NA,Especie,Fern.Alonso,NA,ICN,Aceptado,Nombre original validado: Phragmotheca rubriflora | Nuevo taxón incluido,es,EN
gbif.org/species/4073430,gbif.org/species/4073430,Quararibea cacao,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Malvales | Malvaceae | Quararibea,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Quararibea,cacao,NA,Especie,(Triana & Planch.) Baill.,Cacao simarron | Palo bastón,ICN,Aceptado,Nombre original validado: Quararibea cacao | Nuevo taxón incluido,es,CR
gbif.org/species/4073221,gbif.org/species/4073221,Quararibea foenigraeca,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Malvales | Malvaceae | Quararibea,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Quararibea,foenigraeca,NA,Especie,Cuatrec.,Verraquillo,ICN,Aceptado,Nombre original validado: Quararibea foenigraeca | Nuevo taxón incluido,es,VU
gbif.org/species/4073773,gbif.org/species/4073773,Quararibea rangelii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Malvales | Malvaceae | Quararibea,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Quararibea,rangelii,NA,Especie,Fern.Alonso,Guamo rosado | Coco cristal,ICN,Aceptado,Nombre original validado: Quararibea rangelii | Nuevo taxón incluido,es,EN
gbif.org/species/4073748,gbif.org/species/4073748,Quararibea ruiziana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Malvales | Malvaceae | Quararibea,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Quararibea,ruiziana,NA,Especie,Fern.Alonso,NA,ICN,Aceptado,Nombre original validado: Quararibea ruiziana | Nuevo taxón incluido,es,CR
gbif.org/species/4073075,gbif.org/species/4073075,Spirotheca mahechae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Malvales | Malvaceae | Spirotheca,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Spirotheca,mahechae,NA,Especie,Fern.Alonso,Palosanto,ICN,Aceptado,Nombre original validado: Spirotheca mahechae | Nuevo taxón incluido,es,CR
gbif.org/species/3568420,gbif.org/species/3568420,Daphnopsis anomala,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Malvales | Thymelaeaceae | Daphnopsis,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphnopsis,anomala,NA,Especie,(Kunth) Domke,Falso Mare,ICN,Aceptado,Nombre original validado: Daphnopsis anomala | Nuevo taxón incluido,es,EN
gbif.org/species/166212322,gbif.org/species/166212322,Adelobotrys antioquiensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Adelobotrys,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Adelobotrys,antioquiensis,NA,Especie,Wurdack,NA,ICN,Aceptado,Nombre original validado: Adelobotrys antioquiensis | Nuevo taxón incluido,es,VU
gbif.org/species/3860279,gbif.org/species/3860279,Allomaieta hirsuta,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Allomaieta,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Allomaieta,hirsuta,NA,Especie,(Gleason) Lozano,NA,ICN,Aceptado,Nombre original validado: Allomaieta hirsuta | Nuevo taxón incluido,es,VU
gbif.org/species/5600566,gbif.org/species/5600566,Blakea argentea,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Blakea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,argentea,NA,Especie,Gleason,NA,ICN,Aceptado,Nombre original validado: Blakea argentea | Nuevo taxón incluido,es,VU
gbif.org/species/5600479,gbif.org/species/5600479,Blakea clusiifolia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Blakea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,clusiifolia,NA,Especie,Gleason,Macanillo,ICN,Aceptado,Nombre original validado: Blakea clusiifolia | Nuevo taxón incluido,es,VU
gbif.org/species/7651443,gbif.org/species/7651443,Blakea discolor,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Blakea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,discolor,NA,Especie,(Hochr.) Penneys & Judd,NA,ICN,Aceptado,Nombre original validado: Blakea discolor | Nuevo taxón incluido,es,VU
gbif.org/species/5600264,gbif.org/species/5600264,Blakea longipes,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Blakea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,longipes,NA,Especie,L.Uribe,NA,ICN,Aceptado,Nombre original validado: Blakea longipes | Nuevo taxón incluido,es,VU
gbif.org/species/7657126,gbif.org/species/7657126,Blakea muricata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Blakea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,muricata,NA,Especie,(Lozano) Penneys & Judd,NA,ICN,Aceptado,Nombre original validado: Blakea muricata | Nuevo taxón incluido,es,CR
gbif.org/species/5600136,gbif.org/species/5600136,Blakea schultzei,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Blakea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,schultzei,NA,Especie,Markgr.,NA,ICN,Aceptado,Nombre original validado: Blakea schultzei | Nuevo taxón incluido,es,VU
gbif.org/species/5600118,gbif.org/species/5600118,Blakea squamigera,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Blakea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,squamigera,NA,Especie,Uribe,NA,ICN,Aceptado,Nombre original validado: Blakea squamigera | Nuevo taxón incluido,es,EN
gbif.org/species/8044818,gbif.org/species/8044818,Blakea superba,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Blakea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,superba,NA,Especie,(Naudin) Penneys & Judd,NA,ICN,Aceptado,Nombre original validado: Blakea superba | Nuevo taxón incluido,es,VU
gbif.org/species/3868851,gbif.org/species/3868851,Chalybea corymbifera,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Chalybea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chalybea,corymbifera,NA,Especie,Naudin,NA,ICN,Aceptado,Nombre original validado: Chalybea corymbifera | Nuevo taxón incluido,es,EN
gbif.org/species/7795365,gbif.org/species/7795365,Chalybea kirkbridei,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Chalybea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chalybea,kirkbridei,NA,Especie,(Wurdack) M.E.Morales & Penneys,NA,ICN,Aceptado,Nombre original validado: Chalybea kirkbridei | Nuevo taxón incluido,es,EN
gbif.org/species/7370518,gbif.org/species/7370518,Chalybea macrocarpa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Chalybea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chalybea,macrocarpa,NA,Especie,(L.Uribe) M.E.Morales & Penneys,NA,ICN,Aceptado,Nombre original validado: Chalybea macrocarpa | Nuevo taxón incluido,es,EN
gbif.org/species/7546942,gbif.org/species/7546942,Chalybea mutisiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Chalybea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chalybea,mutisiana,NA,Especie,(L.Uribe) M.E.Morales & Penneys,NA,ICN,Aceptado,Nombre original validado: Chalybea mutisiana | Nuevo taxón incluido,es,EN
gbif.org/species/7822618,gbif.org/species/7822618,Chalybea occidentalis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Chalybea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chalybea,occidentalis,NA,Especie,(Lozano & N.Ruiz-R.) M.E.Morales & Penneys,NA,ICN,Aceptado,Nombre original validado: Chalybea occidentalis | Nuevo taxón incluido,es,EN
gbif.org/species/7921191,gbif.org/species/7921191,Graffenrieda maklenkensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Graffenrieda,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Graffenrieda,maklenkensis,NA,Especie,"Humberto Mend., Alvear & Almeda",NA,ICN,Aceptado,Nombre original validado: Graffenrieda maklenkensis | Nuevo taxón incluido,es,EN
gbif.org/species/5938632,gbif.org/species/5938632,Henriettea maguirei,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Henriettea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Henriettea,maguirei,NA,Especie,"(Wurdack) Penneys, Michelang., Judd & Almeda",NA,ICN,Aceptado,Nombre original validado: Henriettea maguirei | Nuevo taxón incluido,es,VU
gbif.org/species/166212501,gbif.org/species/166212501,Killipia pedunculata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Killipia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Killipia,pedunculata,NA,Especie,Gleason,NA,ICN,Aceptado,Nombre original validado: Killipia pedunculata | Nuevo taxón incluido,es,EN
gbif.org/species/5599960,gbif.org/species/5599960,Meriania albertiae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,albertiae,NA,Especie,Wurdack,NA,ICN,Aceptado,Nombre original validado: Meriania albertiae | Nuevo taxón incluido,es,VU
gbif.org/species/166212354,gbif.org/species/166212354,Meriania antioquiensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,antioquiensis,NA,Especie,Uribe,NA,ICN,Aceptado,Nombre original validado: Meriania antioquiensis | Nuevo taxón incluido,es,VU
gbif.org/species/7833778,gbif.org/species/7833778,Meriania arizae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,arizae,NA,Especie,Humberto Mend. & Fern.Alonso,NA,ICN,Aceptado,Nombre original validado: Meriania arizae | Nuevo taxón incluido,es,EN
gbif.org/species/7359871,gbif.org/species/7359871,Meriania barbosae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,barbosae,NA,Especie,"Humberto Mend., Alvear & Almeda",NA,ICN,Aceptado,Nombre original validado: Meriania barbosae | Nuevo taxón incluido,es,EN
gbif.org/species/5599867,gbif.org/species/5599867,Meriania colombiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,colombiana,NA,Especie,Gleason,Tuno rojo,ICN,Aceptado,Nombre original validado: Meriania colombiana | Nuevo taxón incluido,es,EN
gbif.org/species/7383028,gbif.org/species/7383028,Meriania mutabilis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,mutabilis,NA,Especie,(Gleason) Humberto Mend. & Fern.Alonso,NA,ICN,Aceptado,Nombre original validado: Meriania mutabilis | Nuevo taxón incluido,es,VU
gbif.org/species/166212360,gbif.org/species/166212360,Meriania pallida,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,pallida,NA,Especie,Gleason,NA,ICN,Aceptado,Nombre original validado: Meriania pallida | Nuevo taxón incluido,es,EN
gbif.org/species/166212375,gbif.org/species/166212375,Meriania umbellata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,umbellata,NA,Especie,H.Karst.,NA,ICN,Aceptado,Nombre original validado: Meriania umbellata | Nuevo taxón incluido,es,EN
gbif.org/species/166212372,gbif.org/species/166212372,Meriania versicolor,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Meriania,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,versicolor,NA,Especie,L.Uribe,NA,ICN,Aceptado,Nombre original validado: Meriania versicolor | Nuevo taxón incluido,es,EN
gbif.org/species/3861169,gbif.org/species/3861169,Miconia acanthocoryne,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,acanthocoryne,NA,Especie,Wurdack,NA,ICN,Aceptado,Nombre original validado: Miconia acanthocoryne | Nuevo taxón incluido,es,EN
gbif.org/species/3860142,gbif.org/species/3860142,Miconia annulata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,annulata,NA,Especie,(Naudin) Triana,Tuno,ICN,Aceptado,Nombre original validado: Miconia annulata | Nuevo taxón incluido,es,VU
gbif.org/species/3860113,gbif.org/species/3860113,Miconia antioquiensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,antioquiensis,NA,Especie,Wurdack,NA,ICN,Aceptado,Nombre original validado: Miconia antioquiensis | Nuevo taxón incluido,es,EN
gbif.org/species/3859089,gbif.org/species/3859089,Miconia bella,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,bella,NA,Especie,Wurdack,NA,ICN,Aceptado,Nombre original validado: Miconia bella | Nuevo taxón incluido,es,VU
gbif.org/species/3858733,gbif.org/species/3858733,Miconia blakeifolia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,blakeifolia,NA,Especie,Gleason,NA,ICN,Aceptado,Nombre original validado: Miconia blakeifolia | Nuevo taxón incluido,es,VU
gbif.org/species/3870916,gbif.org/species/3870916,Miconia caucana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,caucana,NA,Especie,Gleason,NA,ICN,Aceptado,Nombre original validado: Miconia caucana | Nuevo taxón incluido,es,EN
gbif.org/species/3861731,gbif.org/species/3861731,Miconia macrantha,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,macrantha,NA,Especie,Triana,NA,ICN,Aceptado,Nombre original validado: Miconia macrantha | Nuevo taxón incluido,es,CR
gbif.org/species/3861451,gbif.org/species/3861451,Miconia majalis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,majalis,NA,Especie,Cogn.,Flor de mayo,ICN,Aceptado,Nombre original validado: Miconia majalis | Nuevo taxón incluido,es,VU
gbif.org/species/3860577,gbif.org/species/3860577,Miconia miocarpa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,miocarpa,NA,Especie,Naudin,Tuno,ICN,Aceptado,Nombre original validado: Miconia miocarpa | Nuevo taxón incluido,es,EN
gbif.org/species/3858666,gbif.org/species/3858666,Miconia parvifolia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,parvifolia,NA,Especie,Cogn.,NA,ICN,Aceptado,Nombre original validado: Miconia parvifolia | Nuevo taxón incluido,es,VU
gbif.org/species/3858610,gbif.org/species/3858610,Miconia pastoensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,pastoensis,NA,Especie,Triana,NA,ICN,Aceptado,Nombre original validado: Miconia pastoensis | Nuevo taxón incluido,es,VU
gbif.org/species/3869290,gbif.org/species/3869290,Miconia rava,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,rava,NA,Especie,Wurdack,NA,ICN,Aceptado,Nombre original validado: Miconia rava | Nuevo taxón incluido,es,CR
gbif.org/species/3869247,gbif.org/species/3869247,Miconia reclinata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,reclinata,NA,Especie,(Bonpl.) Naudin,Tunito,ICN,Aceptado,Nombre original validado: Miconia reclinata | Nuevo taxón incluido,es,VU
gbif.org/species/3868869,gbif.org/species/3868869,Miconia rigens,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,rigens,NA,Especie,Naudin,NA,ICN,Aceptado,Nombre original validado: Miconia rigens | Nuevo taxón incluido,es,VU
gbif.org/species/3866882,gbif.org/species/3866882,Miconia setosa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,setosa,NA,Especie,Wurdack,NA,ICN,Aceptado,Nombre original validado: Miconia setosa | Nuevo taxón incluido,es,EN
gbif.org/species/3865521,gbif.org/species/3865521,Miconia subsessilifolia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,subsessilifolia,NA,Especie,Wurdack,Nigüito,ICN,Aceptado,Nombre original validado: Miconia subsessilifolia | Nuevo taxón incluido,es,VU
gbif.org/species/3862906,gbif.org/species/3862906,Miconia voronovii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,voronovii,NA,Especie,Gleason,Tuno,ICN,Aceptado,Nombre original validado: Miconia voronovii | Nuevo taxón incluido,es,EN
gbif.org/species/3870831,gbif.org/species/3870831,Mouriri colombiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Mouriri,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Mouriri,colombiana,NA,Especie,Morley,NA,ICN,Aceptado,Nombre original validado: Mouriri colombiana | Nuevo taxón incluido,es,VU
gbif.org/species/166213084,gbif.org/species/166213084,Tibouchina paleacea,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Melastomataceae | Tibouchina,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Tibouchina,paleacea,NA,Especie,(Triana ex Mart.) Cogn.,NA,ICN,Aceptado,Nombre original validado: Tibouchina paleacea | Nuevo taxón incluido,es,VU
gbif.org/species/10648894,gbif.org/species/10648894,Eugenia variareolata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,variareolata,NA,Especie,Mc Vaugh,NA,ICN,Aceptado,Nombre original validado: Eugenia variareolata | Nuevo taxón incluido,es,EN
gbif.org/species/10800214,gbif.org/species/10800214,Myrcia estoraquensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Myrcia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,estoraquensis,NA,Especie,(Parra-Os.) A.R.Lourenço & Parra-Os.,Guayabillo,ICN,Aceptado,Nombre original validado: Myrcia estoraquensis | Nuevo taxón incluido,es,CR
gbif.org/species/10694638,gbif.org/species/10694638,Myrcia lozanoi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Myrcia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,lozanoi,NA,Especie,(Parra-Os.) A.R.Lourenço & Parra-Os.,Guayabo liso,ICN,Aceptado,Nombre original validado: Myrcia lozanoi | Nuevo taxón incluido,es,VU
gbif.org/species/10873906,gbif.org/species/10873906,Myrcia pseudobrunneica,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Myrcia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,pseudobrunneica,NA,Especie,(Parra-Os.) A.R.Lourenço & Parra-Os.,NA,ICN,Aceptado,Nombre original validado: Myrcia pseudobrunneica | Nuevo taxón incluido,es,EN
gbif.org/species/166187128,gbif.org/species/166187128,Vochysia antioquiae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Vochysiaceae | Vochysia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Vochysia,antioquiae,NA,Especie,Sanoja & Marc.-Berti,NA,ICN,Aceptado,Nombre original validado: Vochysia antioquiae | Nuevo taxón incluido,es,EN
gbif.org/species/4030818,gbif.org/species/4030818,Vochysia artantha,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Vochysiaceae | Vochysia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Vochysia,artantha,NA,Especie,Stafleu,NA,ICN,Aceptado,Nombre original validado: Vochysia artantha | Nuevo taxón incluido,es,EN
gbif.org/species/4030861,gbif.org/species/4030861,Vochysia magna,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Vochysiaceae | Vochysia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Vochysia,magna,NA,Especie,Stafleu,NA,ICN,Aceptado,Nombre original validado: Vochysia magna | Nuevo taxón incluido,es,EN
gbif.org/species/4030489,gbif.org/species/4030489,Vochysia pacifica,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Myrtales | Vochysiaceae | Vochysia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Vochysia,pacifica,NA,Especie,Cuatrec.,Sorogá,ICN,Aceptado,Nombre original validado: Vochysia pacifica | Nuevo taxón incluido,es,EN
gbif.org/species/5643489,gbif.org/species/5643489,Brunellia amayensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,amayensis,NA,Especie,C.I.Orozco,NA,ICN,Aceptado,Nombre original validado: Brunellia amayensis | Nuevo taxón incluido,es,CR
gbif.org/species/5643530,gbif.org/species/5643530,Brunellia boqueronensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,boqueronensis,NA,Especie,Cuatrec.,Cedrillo,ICN,Aceptado,Nombre original validado: Brunellia boqueronensis | Nuevo taxón incluido,es,VU
gbif.org/species/5643511,gbif.org/species/5643511,Brunellia latifolia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,latifolia,NA,Especie,Cuatrec.,NA,ICN,Aceptado,Nombre original validado: Brunellia latifolia | Nuevo taxón incluido,es,EN
gbif.org/species/5643467,gbif.org/species/5643467,Brunellia macrophylla,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,macrophylla,NA,Especie,Killip & Cuatrec.,Aliso,ICN,Aceptado,Nombre original validado: Brunellia macrophylla | Nuevo taxón incluido,es,EN
gbif.org/species/5643494,gbif.org/species/5643494,Brunellia occidentalis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,occidentalis,NA,Especie,Cuatrec.,Cedrillo de rastrojo,ICN,Aceptado,Nombre original validado: Brunellia occidentalis | Nuevo taxón incluido,es,VU
gbif.org/species/5643551,gbif.org/species/5643551,Brunellia pallida,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,pallida,NA,Especie,Cuatrec.,Maní,ICN,Aceptado,Nombre original validado: Brunellia pallida | Nuevo taxón incluido,es,VU
